,JwMarriot_reviews,Sentiments
2851,way mumbai airport host wanted enjoy breakfast marriott hotel although almost late although staying guests hotel staff still let us enjoy buffet absolutely best although last ones eating rushed even offered could walk around outdoor pools beach area hotels friendly staff marriott,1
2852,two stays one night june one nights may absolutely fantastic booked two different packages two stays try things first stay package included airport transfers breakfast everything perfect get go rep waiting airport bmw series transfer quick comfortable chilled bottled water provided car welcome since blazingly hot check breeze quick escorted room given pool facing room views pool beach rooms smallish comfortable decor neutral tastefully done fruits provided welcome amenity bathroom marble,1
2853,one nite stay hotel excellent condition rooms clean good cont brakfast easy check would liked stay longer time back guranteed,1
2854,hotel well located beach pleasant views especially pool area rooms everything would expect hotel quality felt relaxed immediately entering room stated another contributor breakfast die warn self controlled eat much would definitely return,1
2855,excellent property juhu tara beach find favorite bollywood stars jogging mornings pool overlooks sea view die beginning rooms executive premier room amazing well maintained marriott bed lovely bath amenities executive lounge serves delicious food remember masala tea excellent stay property strongly recommend thus summerising everything pros good rooms bathrooms executive lounge view true marriott experience cons little far tourist attractions marine drive mumbais traffic mumbais traffic,1
2856,visited marriott mumbai recently loved breakfast buffet would like mention yummy cupcakes given us pretty chef grishma thank much usually visit sahara star breakfast think changed im sure come back soon,1
2857,one best hotels stayed cant ask anything great location far airport right beach excellent places eat within hotel staff fantastic friendly talkative go security check every time enter hotel minor issue id rather safe sorry poolside amazing buffet breakfast faultless vast array fine cuisine world freshly cooked something everyone,1
2858,one best hotels ever service facilities fantastic great business holiday go business starting honeymoon food superb wish something menu always deliver say fantastic rooms upgraded recent years modern suites would expect top,1
2859,dont get wrong damned good hotel question however lacks final tipping point get opinion checkin good upgraded suite superb view sea room superb well suite everything would want fittings good free internet fast easy access stairs meet colleague drink reflections bar frankly awful looks like temporary bar two stools three bar men also temporary huge lobby reception absolutely teeny sparsely decorated attended bar corner right finally food sent rack lamb back toorare may explaining requirements fully dish,1
2860,dont get wrong love india love people sound smells well total chaos nice escape js end day chill second stay great time access business loungue serves good free food drink provides access computer printer handy checking flights rooms brilliant maybe ive lucky time ive space comfort work play zones large selection free tv stations great compared many hotel europe staff cant enough aiport pick drop godsend airconditioned bliss long flight pool great gym even better,1
2861,location wonderful view juhu beach fantastic swimming pool half hotel redone completely rooms lovely service outstanding really five star hotel retaurants plentiful japanese italian indian course soon spanish food great stayed hotels bombay jj marriott number one lively city,1
2862,great location along juhu beach beautiful tropical garden fantastic swimming pools friendly knowledgeable staff good restaurants bars hotel good choice bars restaurants excellent food service match generally high pricesthe rooms renovated moment impressive entrance hall staff everywhere assis,1
2863,recently got back days mumbai staying resort amazing dont even know begin stayed seaview executive suite room amazing views every window spacious well bathroom huge shower look pool beach room cleaned every day immaculate best breakfast buffet every experienced soooo much choose western indian american anything think days didnt get sick anything much choice tried restaurants hotel every one good every single person hotel greets pleasant express good service,1
2864,one word marvellous simply amazing hotel best location best restaurants amazing coffee coffee shop professional staff starting main gate reception restaurant,1
2865,visited jw marriott mumbai family last weekend wonderful experience allotted newly renovated sea view suite spacious luxurious best experience coffee shop breakfast time staff remember orders breakfast buffet probably best mumbai great location one walk onto beach hotel highly recommended travelers business pleasure,1
2866,best money get simply luxurious terms disadvantage inhouse bar discotheque operational visited day hardwork inhouse barpub great refresher,1
2867,wonderful hotel beautiful luxurious ive fortunate enough stay twice minimal complaints like palace first entry really nothing short breathtaking restaurants lovely would highly recommend one takes room executive floor inclusive access executive lounge friendly staff happy accommodate needs provide lovely selection food every mealtime spices restaurant second none would recommend trip stay problem personally encountered stays called hotel doctor one occassion come room promised alternatively use local,1
2868,travel solid hours arrive mumbai jw place would chose stay exceptional customer service begins days arrival know becuase marriott gold member returning stay sent personal preference form complete giving additional opportunity add preferences might reservation business traveler little things make large diffencesuch specifying reading preferences favorite drinks foods met every single request specified service began airport provided personal car transfer hotel emphasize late night long flight dont,1
2869,stayed day really enjoyed superb service smiling faces hotel stand star rating justify hefty charges negative point tourist would like visit hot tourist spots like gateway take atleast oneway otherwise location good,1
2870,service certainly number hotel located nice part city far south mumbai many tourist areas located trafic everywhere india horrendious trip take long get gate india rooms large nicely equipted lobby grand get pools renovated view beautiful wish known renovations took much ambiance away along ability relax sun hotel located beach get beach need tto sign log book attendent unlock unbolt sets doors allow go beach scary wish return pretty quick case,1
2871,liked hotel luxury feel public areas restaurants grounds pool refurbd lovely nice jacuzzi pool grounds nicely looked good pool side service menu needs update good quality food buffet good main restaurant italian restaurant lovely service outstanding intalian much main restaurant rooms need bit updating room soaking wet carpet checked took days dry immediately offer move room great sea view stayed would return breakfast buffet incredible selection food really good quality direct beach access sandy nice views shops around good walk inc atm pharmacy licence taxi service airport taxi approx,1
2872,jw marriott located juhu beach lovely location northern part mumbai located minute drive airport long way whats considered downtown mumbai minutes best hours worst juhu beach affluent area mumbai rich including bollywood stars live eat drink play fantastic restaurants within easy walking distance hotel grounds hotel outstanding several pools one infinity pool nicely placed waterfall nice landscaping pool area gate use access return beach rooms large modernly equipped breakfast choices,1
2873,hotel situated busy posh locality mumbai near beach juhu beach called crowded area specially holidays weekends around mins international airport busy traffic day one hotels india checkin time pm usual checkin time hotels india seen pm queue checking two staff present front officethe room given good distance lift someone hotel guiding guests allocated rooms end floorsthe room promised sea facing window gave glimpse sea restaurant good,1
2874,located juhu tara hotel nicely situated ocean grand scale hotel however seems need freshened seems getting little worn around edges pools getting overhaul rooms big comfortable bathrooms nice overall nice hotel nothing stellar report probably scale,1
2875,indian restaurant named saffron jw marriott trust food offerings best compared restaurants around mumbai personal favorite dish restaurant dal makhani addition service staff polite helpful keep ease eating best place mumbai relax enjoy amazing view juhu beach,1
2876,lived mumbai years member jwm club allowed use pool gym facilities quite happily eating poolside great service menu bit repetitive years anyhow business trip husband week memories chose jwm ease rooms disappointment old tired also rather small bathroom ok walk bedroom reception long hot usually aircon much hallways key system lifts failed regularly room boys good hung around tad much expecting tips italian restaurant good pizzas fast service breakfast vast variable understand pool area due,1
2877,platinum expecting get better view however got view discarded mattresses tables chairs disappointment also property renovation fountain isnt working without isnt much property grounds left inspite still marking hotel good simply service lounge fantastic restaurant spa good really hustle bustle thats mumbai pollution step hotel enough make retreat back sanctuary indian standards pretty expensive comes points really reasonable would recommend marriott platinumgold members take opportunity,1
2878,stayed marriott mumbai nights pure luxury service fantastic reception pool staff cannot enough help breakfast incredible theres much food impossible pick delicious service amazing room spacious bathroom huge impeccably clean whole hotel absolutely loved stay make sure go beach sunset great chance see mumbai life outside marriotts walls,1
2879,second stay hotel business pleasure times fantastic experience staff areas hotel fantastic go way helpful issues main pool renovated went way provide alternatives executive lounge great view beach sunset well great food location fair way north central mumbai personally like local area range food shopping options missing piece rooms renovated finished hotel stars,1
2880,stayed recently pleasantly surprised big lobby area vastness good rooms somewhat crampysmall breakfast buffet nice staff always attentive courteous unfortunately pool renovation access beach poolside excellent portersdoormen always expecting tips guess rampant india,1
2881,want superior rooms superior servicethen look took ocean suiteyou see rooms view beach great food superb service,1
2882,stayed one night room service environment excellent definately would stay unfortunately pool area renovation,1
2883,walking main hall jw marriott reminded many big lobbys find newer hotels vegas originally booked hotel three weeks full stay visit mumbai however hotel renovation although booked month advance website stated main pool would open april date seem continually change got closer depart trip first changed april deal breaker us decided stay jw two weekends first weekend stayed night status got us lounge access supposedly upgraded room case first room tried give us first visit,1
2884,perfect stayed multiple nights feb indian component wedding reception plush bed towels great shower maid service breakfast extravaganza main lobby restaurant must worth every penny good coffee shop snacks beautiful lobby grounds beach pools perfect arrived us late night reception staff ill prepared get us settleda real fiasco exhausted argue settle arrangementsesp price paying nightclub bassmusic kept us nightspa subpar jw pedi worst ever anywhere asian fusion restaurantskip better eats outside hotel used jw marriottsgood memoriescould,1
2885,fabulous location right beach front great views swimming pools staff welcoming caring stayed nights rooms huge beware booking twin room people could cramped bathroom clean spacious bedroom plenty wardrobe drawer space food incredible absolutely astonishing range dishes daily buffet freshly cooked served front hotel popular bollywood stars beautiful people charming glamorous twist note cannot access beach easily hotel due security restrictions need walk around outside perfectly safe accessible,1
2886,spent days hotel spacious easily get lost many facilities location great,1
2887,stayed nights march great hotel well appointed rooms good beds comfortable great pool complaints asked late check problem except went settle bill learned charged whole day happened us india maybe indian thing ask assume,1
2888,bad recently renovated rooms seem quite small little dark tv hung correctly crooked hole wall kettlemini bar cupboard wouldnt stay shut light unable switched put bag keep closed dislike design bathroom walk toilet get shower noise insulation terrible regularly woken guests staff mobile phone conversations hallway also next service elevator storage rooms doors noisy slamming shut good buffet breakfast always good fresh juice wide variety vege nonvege items room clean serviced regularly bed,0
2889,confused property tiny rooms makes feel staying ibischaotic check inwas office conference conference facilities good however food repeatitive would avoid staying hereespecially rude check staff,2
2890,last trip india quite experience last day india spent daynight marriot hotel welcoming staff outstanding service swift staff friendly helpful people india checked within driving hotel boom gates rooms beautiful clean views rooms unfortunately amazing view construction site gym nice pool enjoy really enjoyed stay hotel even one night staff friendly efficient restaurant nice decent service ideal hotel short stays within mumbai,1
2891,everything aiport pick checkin seamless well organised stright forward process porter standing waiting tip really expect however level hotel rooms nice good amenities layout really love rain shower although try large bath looks inviting check also quick seamless ff numbers captured automatically breakfast goog especially love fresh juice bar location quite far airport mins roads traffic great front hotel,1
2892,traffic nightmare outside first family annoyed smell non vegetarian food lobby planning go place wanted register annoyance management met lobby manager sudep sharma heard patiently apologized suggested us try dinner options respectful courteous askd us try indian restaurant evening much better ate nice indian food spicy flavourful people nice service amazing warmth staff wchic made day kudos staff hoteli hope something awful smell rest great go next month maybe weekend keep marriott,1
2893,stayed marriot family booked three rooms months prior stay check counters chaotic two people man desk average wait times mins staff confused booking made advance double charge room dining even breakfast meant free wonder spend lot time front desk ironing chaos truly kicks staff rotates new guy behind counter idea discussed shift started story continues saving grace staff courteous hotel well located want mumbai suburbs overpriced facilities offers,1
2894,hotel nice hotel stay need stay mumbai star quality recently stayed nights noted following points rooms room stayed small clean beach yes hotel beautiful setting right beach mumbai cannot use beach attempt walk beach hassled child begging go back hotel photographs hotel nice pool area told member staff could take photographs security reasons car hire wanted see city hired car driver hotel driver polite brought wanted go including two visits shops,1
2895,jw mariott landmark located shore arabian sea overlooking sea stands enviable location value money debatable awesome experience may want grab drink restaurants grab experience,1
2896,absolutely beautiful brilliant service spotlessly clean great food lots choose would definitely recommend chinese restaurant make sure catch sunset get amazing view poolside one thing complain however make sure go get real taste mumbai,1
2897,got back week trip india spent last nights trip mumbai staying jw marriott hotel grand looking staff friendly attentive room large spacious comfy beds amenties would expect star hotel downside found food personally feel quality food dropped level since last time visited hotel years ago besides lovely time,1
2898,hotel nicethe rooms okbut service staff doubt flawlessrestaurants perfect good servicehotel location great benefithad good time pool area,1
2899,obviously one expensive options mumbai treated one night months budget back packing worth blissful fantastic rooms views juhu beach great facilities lots food options left smiling rejuvenated,1
2900,stayed nights jw marriott mumbai relaxing week goa stay hotel property remains impressive one best hotels mumbai location great spot juhu beach positives impressive well maintained property excellent security nice pool grounds great gym excellent breakfast however increasing competition hotels mumbai eg four seasons jw marriott could improve elements order remain among top hotels standard rooms small yet renovated rooms moisty dusty smell corridors lead rooms due worn fitted carpets spread uncomfortable smell turndown service highly irregular,1
2901,stayed twice february times excellent clean comfortable staff friendly free internet bonus,1
2902,great place stay pay luxury well worth food great service great pool fun bad word say enjoy stay dont want leave hotel bed comfortable pillows wonderful fun,1
2903,one best hotel property mumbai service good cost wise course expensive star hotel pl check tax every tax applicable problem traffic area evening time thought airport kmto catch flight start atleast hrs scheduled timeothrwise may miss flight specially evening time,1
2904,loved stay hotel property central service good breakfast great offers wide option options given upgrade next level room checkin process smooth would highly recommend property,1
2905,hotel excellent well located rooms spacious food excellent problem faced staff able respond calls time room else staff courteous able locate sons bag left lobby even hours helpful always smiling hotel centrally located taxis easily available outside hotel close minutes drive airport,1
2906,neat tidy hotel beautiful sea view nice reception warm service truly value money hotel stayed one night may choose futurelike recommend otherstoo,1
2907,stayed mariott nights business trip definately highly recommended excellent customer service food outlets spacious rooms great location,1
2908,expect long walk room happy get one facing courtyard pool inside glimpse beah sea sunsets spectacular beach place would spend next beach holiday pool nice area around seemed rooms still refurbished excellent breakfast one best seen laid hotel,1
2909,work keading bollywood studio jw marriott first choice promotional events star studded red carpet parties hotel centrally located makes absolutely best choice hotel also provides us kinds set events well trained staff smooth execution also great food menu excellent quality food alcohol,1
2910,going iconic standards j w marriot hotels leaves lot desired located adjacent juhu beach area known celebrities taking early morning jogs business travellers almost nothing nearby therefore unless plan retire late day leave early morning difficult choice business districts nariman point bandra kurla complex lower parel et al far one mindful traffic rooms fine decent amenities business traveller slightly small breakfast spread indian palate ambience cross oriental western business hotel neither going far enough memorable service standards,2
2911,one seems lost charm umpteen number timeswas great property started even today though poolside views r unmatchable quality food service gone drastically standard crowd night club also fallen new low though food n service average expect star ensure get good room coz rooms r dingy good business facilities though however feel r better options vicinity like novotel,1
2912,family stayed jan jan hotel self amazing lobby large spacious live music day club rooms large roomy things need also bedding used exceptional also club room nice snacks however going day club needed breakfast must one best worlds must breakfast space veg beware u told chicken hallal however location amazing pool area like service makes hotel world class staff supper friendly get anything need asking always smiling trying,1
2913,really looking forward stay jw marriott usually opt taj itc oberoi wish time everything hotel apart stunning views disappointing would expect star hotel staff manager helpful accomodating food except restaurant spices bland cold poor quality travel regularly stayed many star hotels around world say sure disappointing experience also renovation works going hotel yet failed mention time booking check advance,2
2914,fourth trip mumbai year first time stay jw disappointed room small bad smell corridor room fact sheet quite different safe small couldnt get laptop bed comfortable though driver real difficulty getting collect onsite parking impossible food saffron spices excellent quality lotus cafe food inconsistent last day buffet offer without warning alternative place buffet expensive complained staff resolved satisfactorily pool area attractive construction rubbish bags rubble etc,1
2915,good location excellent view os juhu beach rooms excellent buffet breakfast tastefully done decor good sorts events conferences weddings birthdays etc gym spa good rooms excellent pray high profile parties stay juhu bollywood stars reside celebrate special occassions property days though may good chance spotting gliteratti noise levels could also high,1
2916,stayed alot star hotels keep short simple jw marriott mumbai far one best hotels world,1
2917,large hotel situated ocean beach great breakfast dining facilities room somewhat outdated need refurbishment,1
2918,prior jwm opening always stayed taj major landmark mumbai foreign travelers growth india created hotel booms usually star star ratings key cities like mumbai delhi bangalorechennai ahmadabad agra jaipur udaipur goa key cities tourist destinations india multiparty country coexistence rich pooranimals humans bullock cart mercedes benz provide stark contract shows wonderful way coexistence side side overlooking juhu beach still home bollywood stars close many shops restaurants five star hotel offers international sumptuous breakfast lunch dinner buffets hotel provides various cuisines accommodate preferencesthe security,1
2919,first stay hotel excellent make hotel great extra efforts staffs need help checked hotel need scan document urgent email front desk manager duty get men open business centre get scanning done without charging single cent breakfast buffet fantasic dosa pharata egg station order freshly cooked plenty choices juice pastry room newly renovated come need business traveller take walk pool across gate reach famous juhu beach mumbai awesome view facing arabian sea highly recommended hotel stay business,1
2920,walking metal detector entrance hotel entered incredible hotel service outstanding people friendly couldnt made us feel welcomed room tastefully done views beach sea couldnt improved even though schlep main attractions mumbai worth drive pool area gorgeous watching people walking beach morning afternoon fascinating hotel mumbai moments guide amish highlights visit mumbai amish true gem time mumbai go must contact let show city hes amazing,1
2921,recently stayed hotel whilst short business trip bombay hotel fantastic exactly would expect jw marriott hotel staff great sorted hotel transfers supplied car take office reasonable rate staff executive lounge great even difficult conversations guys taken advantage free drink lttle much food fantastic exec lounge,1
2922,jw marriott hotel best locationeveryone repeats stay everything niche segment traveller would look best spaa night club named enigma must visit saturday night party lovers playing bollywood english sons wellthe rooms luxurioussafe,1
2923,service hotel exceptional rooms little small side adequate comfortable enough room decor quite old fashioned although im sure people might say regal could revamp outdoor pools really nice spa well worth visit nice overly impressed considering one mumbais expensive hotels,1
2924,true location sea shore excellent personnal lobby really attentionated check inout asked nonsmoking room smeell cigarette room breakfast outstanding marriott like marriott around world good surprise invitation chef visit kitchen indian restaurant food service excellent,1
2925,recently attended rci shared ownership conference hotel great experience conference room layout food amenities cleanliness excellent surely know delight conference delegates unlimited beverages snacks finger food staff responsive demands,1
2926,reviews normally short crisp however recent stay jw marriott juhu deserved detailed review english friend holidays india least twice year familiar top hotels world recently hotel scotland somewhat disappointed quality service told general manager needed first world hotel third world service standards appears jw marriott juhu successfully become first world hotel unfortunately also graduated first world service first prosgreat location views direct access juhu beach well worth extra bucks take room poolside view beach sea beyond rooms,1
2927,summary would stay property weve staying star hotels throughout india last weeks pretty good idea indian star property isnt room emergency overhead light stuck ultimately pm engineering remove fixture ceiling shower drain didnt work marble bathroom floors deadly slippery flooded air conditioning worked sometimes hot humid climate internet unusably slow minutes load page new recently renovated room room older unrenovated room internet unusably slow,1
2928,opulence service remarkable hotel manifested delicious daily breakfast spread vibration machines celebrityfrequented gym also wonderful marriott beds ohsosoft cozy pool clean entrance lobby breathtaking salon affordable nothing special comes manipedis definitely random guy going standard steps location nice juhu chowpatty right around corner hotel destination though,1
2929,going jw marriott many years high standards maintained manager executive lounge fantastic travelled world executive lounge jw marriott mumbai favorite staff consistent ever watchful glass needs refilling manager lounge even chilled red wine every evening knew liked briefed staff well nothing much trouble knew names everytime visited lounge service provided excellent smile year old get bored quickly manager staff wonderful even six hour wait lounge flight,1
2930,hi visit property quite frequently infact taken membership mariot preferred one consistent expereince great location rooms lounge pool spa facilities would advise spend extra bucks get executive lunge breakfast included one best lounge services limitation buffet spreat veggie especially lounge still recommend property one best mumbai,1
2931,stayed new years eve weekend service ok ask everything spa women renovation nothing mentioned booked hotel november staff told going nearly one month room wasnt cleaned properly ask clean room one hiked hotel name price may get good service star hotels,1
2932,stayed last days holiday everything nice lobby restaurants bars breakfast also went enigma club booked room executive floor automatically gain access executive lounge served complimentary breakfast lunch afternoon snacks diner free drinks last days holiday stayed time hotel nice enjoy luxury helpful staff superb rooms aspect hotel europe personally think get better service hotel india general elsewhere swimming pool jw marriott mumbai amazing rooms spacious clean comfortable one major downside stay,1
2933,wonderful experience nice place stay great food eat,1
2934,ive stayed lot hotels caliber never till seen one allow construction continue know kind hammer beat concrete reverberabes every room hotel gave poor rating despite lot good attributes restful night hallmark good hotel allowing hammering walls automatically poor book let add common see follow reviews lot hotels still dont getit think pretend care abuse peace quite thanks tripadvisor expose frauds,2
2935,im still thinking terrific stay jw marriott mumbai really hotel professional staff outstanding accomodations interesting views superb restaurants worked perfectly business woman traveling alone meet clients comfortable safe healthy fare inexpensive value well beyond one pays essential access executive club staff food cant beat,1
2936,feeling still continues till todayi get confused whether stepping hotel huge fortress enter jw marriott hotel mumbai view hotel building outside enough take breath away start things come black cobble stoned entry exit pathways take hotel entry point gasp huge expanse space built clour theme hotel done also awesomeblack brown cream beigevery nice earthy touch saunter past reception proceed main area encasing restaurants dining areas meeting rooms etc realise havent made mistake selceting,1
2937,mumbai way shape form elgant enter jw feel youve entered paradise lost exceptional hospitality service,1
2938,got back another stay jw marriott juhu always great ambiance better better service first time stayed one renovated suites mut say felt bit sad leaving old ambiance older ones new experience perfect nice dark wooden floorings lot marbles delightful room experience also ultimating new restaurant hopefully bringing back also night club old fasts right beach beautiful garden walk go pool gives far lighter experience busy work days also good location case several business meetings around mumbai less halfway possible locations remember,1
2939,stayed jw marriott due businessbut stayed weekend pleasure family joined flew holidays together cannot say one bad word staff extremely nicehelpful politenot always case indiathe roomjuhu ocean suite simply amazing hugespaciouswonderful view really high standard foodthe ambiencethe poolall really faultless kids pool kids facilities excellent gym top class travel businessit really short drive mumbai exhibition centre international mins localbut schools finishing afternoon kids arriving takes like hotel drivers really knowledgeable,1
2940,love property staff food environment view every thing amazing go mumbai lot work stay property feel good work ever come back room feel relaxed see ocean waves clearly room else say favourite,1
2941,stayed marriott mumbai second time occasion cousins wedding sorry see room poorly lit bathroom outdated need renovation hotel staff pleasant service good food excellent restaurants worth try sadly dont think staying though understand hotel undergoing renovation best sahil,1
2942,liked mumbai coming home town gone star hotels felt good went south mumbai good sight seeing family enjoyed love mumbai much mumbai good settle good townships developed etc love mumbai much,1
2943,brilliant place incity weekend break rooms plush service outstanding even dvd library choose frombut highlight cuisine mezzo mezzo italian restaurant went food absolutely bang,1
2944,experience jw marriot hotel something fantasy comming true palace service excellent rooms clean tidy staff cooperative hospitable food variety also fantastic,1
2945,awesome view great food fab location though rooms ok bit unlike posh property india however things listed make swimming pool beauty spend hours spa good body massage nice restaurants open night serve good food choice indian chinese italian good,1
2946,best location service mumbai business bkc end town grand hyatt far superior hotel mumbai leisure either tajs leave dead fb hotel great especially lotus cafe spice restaurants sadlythat ends,1
2947,good place near juhu famous beach location good scenarry good near market also good shopping roamaround place nice sea facing rooms enjoy stay place slightly costly luxary,1
2948,excepet beach nothing really write home location terriblegetting hotel nightmarish experience fb hotel great especially lotus cafe spice restaurants sadlythat ends rooms need refurbished showers rooms quite datedand walk room quiet exhaustive end end corridor kind money chargei expected something better,1
2949,jwm located right beach really good news ends mumbai business bkc end town grand hyatt far superior hotel mumbai leisure either tajs leave dead jwm somewhat older style property rooms renovated others drawbacks first room renovated one walked went hang coat coat hangers fact rail wardrobe hang actually came back room afternoon find confused hotel employee trying find somewhere hang laundry wasnt anywhere nowhere hang things bathrobe etc someone forgotten put hanging rod,1
2950,best location service food also best would recommend buffet break fast right beach night club excellent past bit old mark jw marriot standards rooms also getting old renovating rooms one part hotel hope next time visit brand new rooms,1
2951,leisure time hotel located near famous juhu beach one happening place service excellent along ambience near tour also comfortable beach evening early morning icing cake miss midnight cafe live happening never felt midnight share goodness,1
2952,outstanding hotel service nice location mumbai great ambience renovated room cleverly designed give maximum space modern facilities youd expect marriott must train staff extremely well since amiable particular note avijit bahadur one assistant restaurant managers found knowledgeable discussing food origins welcoming also helped us shop courteous made sure well looked,1
2953,start finish couldnt fault hotel received newly furnished premier room facing sea pool immaculate stunning design access exec lounge breakfast great also cook eggs service throughout dollar everything miss thing fon topping wine glass clearing plate crossed knife fork would recommend oasis anytime,1
2954,strategically located heart central business hub north mumbai courtyard mumbai international airport easily accessible mumbai airports mumbai airport hotels spacious rooms refreshing suites contemporary vibrant dining options comfortable luxury bedding functional work spaces offer perfect blend upscale amenities business travelers health center swimming pool sauna provide perfect rejuvenation long day meetings,1
2955,hotel felt huge soon entered lobby area dinning area downstairs grand scale result reception area seem impersonal feel like one many going get process hour talking size bedrooms keeping rest hotel room quite cramped bathroom dated surprised said comfortable short stay service main restaurant brilliant time chat ask fine waiters fussed year old left us time enjoy food even gave chocolates left food nice use word meaning exceptional neither disastorous,1
2956,first time india many images impressions bombard mumbai pulling jw leave behind walk calm elegant hotel staff clearly marriott trained everywhere turn friendly helpful greeting genuinely nice people ocean view room quite nice amenities one might expect jetlagged thankful curtains really block light first night slept hard noon unaware sun even free breakfast buffet appears come rooms dont want pass ate everything nonwestern enjoying indian breakfast foods never knew existed staff,1
2957,opportunity stay hotel friend memorable experience hotel layout classic loved indian restaurant view lobby pool juhu beach waters breath taking especially evenings make ideal place sip cup coffee savour setting sun rooms cozy staff friendly overall wonderful place stay,1
2958,hotel located far airport huge property bars pubs disc many restaurant huge property spa good rooms well decorated big staff good service nice,1
2959,located bang juhu beach pretty close bollywood hotspot fas resisdences filmstars concerned jwm hotel definitely locational advantage kebabs tandoor dishes saffron must try case want venture mahesh lunch home close little italy vie lounge choice never ends move towards bandra lokhandwala regular rooms may seem large attempt hotel put mirrors wall make room appear spacious actually every body knows expensive real estate mumbai beach front location juhu overall prefer hotel compared ones closer airport way souther tip,1
2960,great experience true class star rating centrally located mumbai best part convenient although traffic mumbai frightening lovely experience enjoyed thoroughly,1
2961,wonderful experience stay mariottthe location great swiming pool really nice however best part buffet lunch lunch varities dishes across world rooms clean well decorated security bit annoying really great experience stay,1
2962,one best hotel mumbaiideally located heart mumbai courteous staff perfect ambience spacious lobby room service need improves bit best restaurants buffet lunchdinner lotus cafe one best mumbailocated juhu area mumbai beach ideal business well tourist,1
2963,stayed hotel reward points stay wedding anniversary emailed hotel ahead time special occasion request upgrade checking wished us made note checkin list upgraded mini suite ocean view high floor view awesome treated royally access beach help towels look footwear go public beach pool awesome well eat hotel restaurants looked nice lot people including celebrities saw excricketer azhar restaurant highly recommend hotel,1
2964,conference hotel threedays location house arrangements satiates need stressful mind evening atmosphere may ignite writers mind best creation also sends vibes reincarnation new fresh adorable thinking peoplemy stay made fall love hotel next visit aligned stay hotel business go mumbai,1
2965,stayed three nights international hotels surprised find usual amenities selection restaurants italian indian chinese eat buffet good range generally good quality room little dated clean bed comfy shouldnt beds hotels way big swimming pool never tried looked nice one thing really liked sitar musician found lobby area mornings one thing irritate extreme differences erratic nature service everybody hotel friendly india seems number occasions needed something delivered room,1
2966,stayed hotel many times business trips mumbai last years please note parts hotel renovation last two years hotel suffering disturbances location good plan work north west quarters mumbai upside truly luxurious star hotel everything would expect top tier marriott hotel great service good dining options nice spa good club lounge professional attentive staff good breakfast dinner good bar nice dance club club rooms small well designed nice garden access juhu beach club level guests get excellent airport transfer rooms especially center wing upper floors club floors nice,1
2967,property located attractive area mumbai sea side location excellant sea front gives property added advantage value restaurants many different good tempting go daily swimming pool well maintained expected property evenings superb beach busy lots indian specilty say mumbai specialty like pav bhajipani poori etc tasted,1
2968,pleasantly surprised upgraded non availability room made booking immediately knew kind service coffee shop hotel excellant offering huge variety items also impressed pool little different conventional pools would find hotels hotel located walking distance juhu beach like take walk beach mornings evenings middle one busiest cities worldthis hotel stay,1
2969,spent nights upgraded room pleased hotel service excellent executive lounge top notch breakfast amazing spa perfect every staff member encountered went beyond helpful,1
2970,stayed hotel moth part corporate relocation hotel located close beach busy road big ball room organize parties service top grade unlimited breakfast options would even customize select dishes talk directly chef room service prompt late night snacks also good traffic outside hotel letdown mumbai afterall,1
2971,whenever travelled mumbai could think hotel stay taj however time since majority work close juhu area booked jw marriott although bit hesitant option go recommendation travel desk knowing mumbai traffic situations delighted saw complimentary pick assured happen time departure hotel immensely enjoyed smooth mercedes ride hotel sooner entered hotel pleased interior hotel welcome drink reception gave personal touch well dressed reception staff offered room facing sea view oh god view view,1
2972,excellent excellent spa admiring best spa ive ever entire asia rooms decent spontaneous facilitiesalso taxi facilities helpful staff intelligent helpful directions recommended mumbai visitors,1
2973,hotel beautiful pool must admit however extremely odd smell coming overpowered crows pigeons everywhere bathing pool hygienic rooms old hotel restaurants deli loved deli italian restaurant good day dining also good enough india generally speaking everything spicy indian food everything seems indian cooks sense spicy hot numbed never thought expensive staying hotel india,1
2974,spent nights upgraded room pleased hotel service excellent executive lounge top notch breakfast amazing spa perfect every staff member encountered went beyond helpful rashmi executive lounge wrote extensive details journey elephanta caves including train names distances important details without asked slight problem room rectified speedy room change front desk staff excellent breakfast amazing dinner saffron excellent several hours check trip airport booked hour couples treatment spa services top notch couples room,1
2975,india numerous times first time hotel mumbai say impressed service received checkin left service greeted time walked staff members always willing answer questions help way year old son mood ice cream waiter found way get ice cream even though serve mornings also made kids pancake especially ordered comped forgot passports safe checkout rushing back airport concierge passports waiting entrancei made flight rooms,1
2976,magnificent hotel great type stay bombay great facilities good location shopping night life great location rub shoulders bollywood stars,1
2977,hotel offers unique experience types travellers business family honey mooners name extra luxurious lobby fantastic view juhu beach lobby buffet best mumbai opens hours classy visitors available place restaurants really amazing italian oriental food service ambience really world italian restaurant rated best mumbai last years newly refurbished rooms best accommodation would like spa gym pool great staff well taken care equipment space disco enigma one hottest spots mumbai brief one best hotels missed mumbai,1
2978,pool area great staff tentative however everything marriot comes cost rooms cleansed ammenities replaced milk shampoo loo rolls high hopes hotel bitterly disappointed,1
2979,third stay hotel enjoyed good marriott quality services nice room big well furnished nice mirror wall amenities needed fantastic buffet restaurant maybe best buffet mumbai club enigma right place spend hours listening good music enjoy tonic early morning running along beach checkin bit long,1
2980,excellent service great food amazing ambience really experience lifetime visited quite star hotels india abroad found jw experience really wonderful would surely recommend anyone making trip city,1
